"No","Title_en","OctetNo","Contents_en","Note_en","Status"
1001.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","20","Indicator of unit of time range","(see Code table 4.4)","Operational"
1002.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","21-24","Forecast time in units defined by octet 20",,"Operational"
1003.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","25","Type of first fixed surface","(see Code table 4.5)","Operational"
1004.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","26","Scale factor of first fixed surface",,"Operational"
1005.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","27-30","Scaled value of first fixed surface",,"Operational"
1006.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","31","Type of second fixed surface","(see Code table 4.5)","Operational"
1007.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","32","Scale factor of second fixed surface",,"Operational"
1008.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","33-36","Scaled value of second fixed surface",,"Operational"
1009.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","10","Parameter category","(see Code table 4.1)","Operational"
1010.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","11","Parameter number","(see Code table 4.2)","Operational"
1011.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","12-13","Atmospheric chemical constituent type","(see Code table 4.230)","Operational"
1012.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","14","Type of generating process","(see Code table 4.3)","Operational"
1013.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","15","Background generating process identifier (defined by originating centre)",,"Operational"
1014.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","16","Forecast generating process identifier (defined by originating centre)",,"Operational"
1015.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","17-18","Hours after reference time of data cut-off","(see Note)","Operational"
1016.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","19","Minutes after reference time of data cut-off",,"Operational"
1017.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","20","Indicator of unit of time range","(see Code table 4.4)","Operational"
1018.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","21-24","Forecast time in units defined by octet 20",,"Operational"
1019.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","25","Type of first fixed surface","(see Code table 4.5)","Operational"
1020.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","26","Scale factor of first fixed surface",,"Operational"
