row #,allNotes,template,octet,appliesTo,noteID-PDF,note-GitHub,myComment
1646,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_62_ProductDefinitionTemplate_en,61-64,octet,5,(see Notes 5 and 6),
1647,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 54, 66, 78, …). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_62_ProductDefinitionTemplate_en,61-64,octet,6,(see Notes 5 and 6),
1648,(see Code table 4.1),GRIB2_Template_4_63_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1649,(see Code table 4.2),GRIB2_Template_4_63_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1650,(see Code table 4.242),GRIB2_Template_4_63_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.242),
1651,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_63_ProductDefinitionTemplate_en,13,octet,1,(see Notes 1 and 2),used to be: See Note 1 under product definition template 4.55.
1652,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_63_ProductDefinitionTemplate_en,13,octet,2,(see Notes 1 and 2),
1653,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_63_ProductDefinitionTemplate_en,14,octet,1,(see Notes 1 and 2),used to be: See Note 1 under product definition template 4.55.
1654,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_63_ProductDefinitionTemplate_en,14,octet,2,(see Notes 1 and 2),
1655,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_63_ProductDefinitionTemplate_en,15,octet,1,(see Note 1),used to be: See Note 1 under product definition template 4.55.
1656,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_63_ProductDefinitionTemplate_en,16,octet,1,(see Note 1),used to be: See Note 1 under product definition template 4.55.
1657,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_63_ProductDefinitionTemplate_en,17,octet,1,(see Note 1),used to be: See Note 1 under product definition template 4.55.
1658,(see Code table 4.3),GRIB2_Template_4_63_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.3),
1659,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_63_ProductDefinitionTemplate_en,21-22,octet,3,(see Note 3),
1660,(see Code table 4.4),GRIB2_Template_4_63_ProductDefinitionTemplate_en,24,octet,n/a,(see Code table 4.4),
1661,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_63_ProductDefinitionTemplate_en,25-28,octet,4,(see Note 4),
1662,(see Code table 4.5),GRIB2_Template_4_63_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1663,(see Code table 4.5),GRIB2_Template_4_63_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.5),
1664,(see Code table 4.6),GRIB2_Template_4_63_ProductDefinitionTemplate_en,41,octet,n/a,(see Code table 4.6),
1665,(see Code table 4.10),GRIB2_Template_4_63_ProductDefinitionTemplate_en,56,octet,n/a,(see Code table 4.10),
1666,(see Code table 4.11),GRIB2_Template_4_63_ProductDefinitionTemplate_en,57,octet,n/a,(see Code table 4.11),
1667,(see Code table 4.4),GRIB2_Template_4_63_ProductDefinitionTemplate_en,58,octet,n/a,(see Code table 4.4),
1668,(see Code table 4.4),GRIB2_Template_4_63_ProductDefinitionTemplate_en,63,octet,n/a,(see Code table 4.4),
1669,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_63_ProductDefinitionTemplate_en,64-67,octet,5,(see Notes 5 and 6),
1670,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 57, 69, 81, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_63_ProductDefinitionTemplate_en,64-67,octet,6,(see Notes 5 and 6),
1671,(see Code table 4.1),GRIB2_Template_4_67_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1672,(see Code table 4.2),GRIB2_Template_4_67_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1673,(see Code table 4.230),GRIB2_Template_4_67_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1674,"If Number of modes (N) > 1, then between x N fields with mode number l = 1, …, N define the distribution function. x is the number of variable parameters in the distribution function.",GRIB2_Template_4_67_ProductDefinitionTemplate_en,14-15,octet,1,(see Note 1),
1675,(see Code table 4.240),GRIB2_Template_4_67_ProductDefinitionTemplate_en,18-19,octet,n/a,(see Code table 4.240 and Note 2),
1676,"For more information, see Part B, GRIB Attachment III.",GRIB2_Template_4_67_ProductDefinitionTemplate_en,18-19,octet,2,(see Code table 4.240 and Note 2),
1677,(see Code table 4.3),GRIB2_Template_4_67_ProductDefinitionTemplate_en,21+5Np,octet,n/a,(see Code table 4.3),
1678,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_67_ProductDefinitionTemplate_en,(24+5Np)-(25+5Np),octet,3,(see Note 3),
1679,(see Code table 4.4),GRIB2_Template_4_67_ProductDefinitionTemplate_en,27+5Np,octet,n/a,(see Code table 4.4),
1680,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_67_ProductDefinitionTemplate_en,(28+5Np)-(31+5Np),octet,4,(see Note 4),
1681,(see Code table 4.5),GRIB2_Template_4_67_ProductDefinitionTemplate_en,32+5Np,octet,n/a,(see Code table 4.5),
1682,(see Code table 4.5),GRIB2_Template_4_67_ProductDefinitionTemplate_en,38+5Np,octet,n/a,(see Code table 4.5),
1683,(see Code table 4.10),GRIB2_Template_4_67_ProductDefinitionTemplate_en,(56+5Np),octet,n/a,(see Code table 4.10),
1684,(see Code table 4.11),GRIB2_Template_4_67_ProductDefinitionTemplate_en,(57+5Np),octet,n/a,(see Code table 4.11),
1685,(see Code table 4.4),GRIB2_Template_4_67_ProductDefinitionTemplate_en,(58+5Np),octet,n/a,(see Code table 4.4),
1686,(see Code table 4.4),GRIB2_Template_4_67_ProductDefinitionTemplate_en,(63+5Np),octet,n/a,(see Code table 4.4),
1687,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_67_ProductDefinitionTemplate_en,(64+5Np)-(67+5Np),octet,5,(see Notes 5 and 6),
1688,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment. For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_67_ProductDefinitionTemplate_en,(64+5Np)-(67+5Np),octet,6,(see Notes 5 and 6),
1689,(see Code table 4.1),GRIB2_Template_4_68_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1690,(see Code table 4.2),GRIB2_Template_4_68_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1691,(see Code table 4.230),GRIB2_Template_4_68_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1692,"If Number of modes (N) > 1, then between x N fields with mode number l = 1, …, N define the distribution function. x is the number of variable parameters in the distribution function.",GRIB2_Template_4_68_ProductDefinitionTemplate_en,14-15,octet,1,(see Note 1),
1693,(see Code table 4.240),GRIB2_Template_4_68_ProductDefinitionTemplate_en,18-19,octet,n/a,(see Code table 4.240 and Note 2),
1694,"For more information, see Part B, GRIB Attachment III.",GRIB2_Template_4_68_ProductDefinitionTemplate_en,18-19,octet,2,(see Code table 4.240 and Note 2),
1695,(see Code table 4.3),GRIB2_Template_4_68_ProductDefinitionTemplate_en,21+5Np,octet,n/a,(see Code table 4.3),
1696,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_68_ProductDefinitionTemplate_en,(24+5Np)-(25+5Np),octet,3,(see Note 3),
1697,(see Code table 4.4),GRIB2_Template_4_68_ProductDefinitionTemplate_en,27+5Np,octet,n/a,(see Code table 4.4),
1698,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_68_ProductDefinitionTemplate_en,(28+5Np)-(31+5Np),octet,4,(see Note 4),
1699,(see Code table 4.5),GRIB2_Template_4_68_ProductDefinitionTemplate_en,32+5Np,octet,n/a,(see Code table 4.5),
1700,(see Code table 4.5),GRIB2_Template_4_68_ProductDefinitionTemplate_en,38+5Np,octet,n/a,(see Code table 4.5),
1701,(see Code table 4.6),GRIB2_Template_4_68_ProductDefinitionTemplate_en,44+5Np,octet,n/a,(see Code table 4.6),
1702,(see Code table 4.10),GRIB2_Template_4_68_ProductDefinitionTemplate_en,(59+5Np),octet,n/a,(see Code table 4.10),
1703,(see Code table 4.11),GRIB2_Template_4_68_ProductDefinitionTemplate_en,(60+5Np),octet,n/a,(see Code table 4.11),
1704,(see Code table 4.4),GRIB2_Template_4_68_ProductDefinitionTemplate_en,(61+5Np),octet,n/a,(see Code table 4.4),
1705,(see Code table 4.4),GRIB2_Template_4_68_ProductDefinitionTemplate_en,(66+5Np),octet,n/a,(see Code table 4.4),
1706,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_68_ProductDefinitionTemplate_en,(67+5Np)-(70+5Np),octet,5,(see Notes 5 and 6),
1707,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment. For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_68_ProductDefinitionTemplate_en,(67+5Np)-(70+5Np),octet,6,(see Notes 5 and 6),
1708,(see Code table 4.1),GRIB2_Template_4_70_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1709,(see Code table 4.2),GRIB2_Template_4_70_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1710,"The input process identifier shall have the value of the ""analysis or forecast process identifier"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_70_ProductDefinitionTemplate_en,12-13,octet,1,(see Note 1),
1711,(see Common Code table C-11),GRIB2_Template_4_70_ProductDefinitionTemplate_en,14-15,octet,n/a,(see Common Code table C-11 and Note 2),
1712,"The input originating centre shall have the value of the ""originating centre"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_70_ProductDefinitionTemplate_en,14-15,octet,2,(see Common Code table C-11 and Note 2),
1713,This identifies which post-processing technique was used. This is defined by the originating centre.,GRIB2_Template_4_70_ProductDefinitionTemplate_en,16,octet,3,(see Note 3),
1714,(see Code table 4.3),GRIB2_Template_4_70_ProductDefinitionTemplate_en,17,octet,n/a,(see Code table 4.3),
1715,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_70_ProductDefinitionTemplate_en,20-21,octet,4,(see Note 4),
1716,(see Code table 4.4),GRIB2_Template_4_70_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.4),
1717,(see Code table 4.5),GRIB2_Template_4_70_ProductDefinitionTemplate_en,28,octet,n/a,(see Code table 4.5),
1718,(see Code table 4.5),GRIB2_Template_4_70_ProductDefinitionTemplate_en,34,octet,n/a,(see Code table 4.5),
1719,(see Code table 4.1),GRIB2_Template_4_71_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1720,(see Code table 4.2),GRIB2_Template_4_71_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1721,"The input process identifier shall have the value of the ""analysis or forecast process identifier"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_71_ProductDefinitionTemplate_en,12-13,octet,1,(see Note 1),
1722,(see Common Code table C-11),GRIB2_Template_4_71_ProductDefinitionTemplate_en,14-15,octet,n/a,(see Common Code table C-11 and Note 2),
1723,"The input originating centre shall have the value of the ""originating centre"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_71_ProductDefinitionTemplate_en,14-15,octet,2,(see Common Code table C-11 and Note 2),
1724,This identifies which post-processing technique was used. This is defined by the originating centre.,GRIB2_Template_4_71_ProductDefinitionTemplate_en,16,octet,3,(see Note 3),
1725,(see Code table 4.3),GRIB2_Template_4_71_ProductDefinitionTemplate_en,17,octet,n/a,(see Code table 4.3),
1726,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_71_ProductDefinitionTemplate_en,20-21,octet,4,(see Note 4),
1727,(see Code table 4.4),GRIB2_Template_4_71_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.4),
1728,(see Code table 4.5),GRIB2_Template_4_71_ProductDefinitionTemplate_en,28,octet,n/a,(see Code table 4.5),
1729,(see Code table 4.5),GRIB2_Template_4_71_ProductDefinitionTemplate_en,34,octet,n/a,(see Code table 4.5),
1730,(see Code table 4.6),GRIB2_Template_4_71_ProductDefinitionTemplate_en,40,octet,n/a,(see Code table 4.6),
1731,(see Code table 4.1),GRIB2_Template_4_72_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1732,(see Code table 4.2),GRIB2_Template_4_72_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1733,"The input process identifier shall have the value of the ""analysis or forecast process identifier"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_72_ProductDefinitionTemplate_en,12-13,octet,1,(see Note 1),
1734,(see Common Code table C-11),GRIB2_Template_4_72_ProductDefinitionTemplate_en,14-15,octet,n/a,(see Common Code table C-11 and Note 2),
1735,"The input originating centre shall have the value of the ""originating centre"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_72_ProductDefinitionTemplate_en,14-15,octet,2,(see Common Code table C-11 and Note 2),
1736,This identifies which post-processing technique was used. This is defined by the originating centre.,GRIB2_Template_4_72_ProductDefinitionTemplate_en,16,octet,3,(see Note 3),
1737,(see Code table 4.3),GRIB2_Template_4_72_ProductDefinitionTemplate_en,17,octet,n/a,(see Code table 4.3),
1738,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_72_ProductDefinitionTemplate_en,20-21,octet,4,(see Note 4),
1739,(see Code table 4.4),GRIB2_Template_4_72_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.4),
1740,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_72_ProductDefinitionTemplate_en,24-27,octet,5,(see Note 5),
1741,(see Code table 4.5),GRIB2_Template_4_72_ProductDefinitionTemplate_en,28,octet,n/a,(see Code table 4.5),
1742,(see Code table 4.5),GRIB2_Template_4_72_ProductDefinitionTemplate_en,34,octet,n/a,(see Code table 4.5),
1743,(see Code table 4.10),GRIB2_Template_4_72_ProductDefinitionTemplate_en,52,octet,n/a,(see Code table 4.10),
1744,(see Code table 4.11),GRIB2_Template_4_72_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.11),
1745,(see Code table 4.4),GRIB2_Template_4_72_ProductDefinitionTemplate_en,54,octet,n/a,(see Code table 4.4),
1746,(see Code table 4.4),GRIB2_Template_4_72_ProductDefinitionTemplate_en,59,octet,n/a,(see Code table 4.4),
1747,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_72_ProductDefinitionTemplate_en,60-63,octet,6,(see Notes 6 and 7),
1748,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 63, 65, 77, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_72_ProductDefinitionTemplate_en,60-63,octet,7,(see Notes 6 and 7),
1749,(see Code table 4.1),GRIB2_Template_4_73_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1750,(see Code table 4.2),GRIB2_Template_4_73_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1751,"The input process identifier shall have the value of the ""analysis or forecast process identifier"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_73_ProductDefinitionTemplate_en,12-13,octet,1,(see Note 1),
1752,(see Common Code table C-11),GRIB2_Template_4_73_ProductDefinitionTemplate_en,14-15,octet,n/a,(see Common Code table C-11 and Note 2),
1753,"The input originating centre shall have the value of the ""originating centre"" of the original GRIB message used as input of the post-processing.",GRIB2_Template_4_73_ProductDefinitionTemplate_en,14-15,octet,2,(see Common Code table C-11 and Note 2),
1754,This identifies which post-processing technique was used. This is defined by the originating centre.,GRIB2_Template_4_73_ProductDefinitionTemplate_en,16,octet,3,(see Note 3),
1755,(see Code table 4.3),GRIB2_Template_4_73_ProductDefinitionTemplate_en,17,octet,n/a,(see Code table 4.3),
1756,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_73_ProductDefinitionTemplate_en,20-21,octet,4,(see Note 4),
1757,(see Code table 4.4),GRIB2_Template_4_73_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.4),
1758,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_73_ProductDefinitionTemplate_en,24-27,octet,5,(see Note 5),
1759,(see Code table 4.5),GRIB2_Template_4_73_ProductDefinitionTemplate_en,28,octet,n/a,(see Code table 4.5),
1760,(see Code table 4.5),GRIB2_Template_4_73_ProductDefinitionTemplate_en,34,octet,n/a,(see Code table 4.5),
1761,(see Code table 4.6),GRIB2_Template_4_73_ProductDefinitionTemplate_en,40,octet,n/a,(see Code table 4.6),
1762,(see Code table 4.10),GRIB2_Template_4_73_ProductDefinitionTemplate_en,55,octet,n/a,(see Code table 4.10),
1763,(see Code table 4.11),GRIB2_Template_4_73_ProductDefinitionTemplate_en,56,octet,n/a,(see Code table 4.11),
1764,(see Code table 4.4),GRIB2_Template_4_73_ProductDefinitionTemplate_en,57,octet,n/a,(see Code table 4.4),
1765,(see Code table 4.4),GRIB2_Template_4_73_ProductDefinitionTemplate_en,62,octet,n/a,(see Code table 4.4),
1766,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_73_ProductDefinitionTemplate_en,63-66,octet,6,(see Notes 6 and 7),
1767,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 56, 68, 80, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_73_ProductDefinitionTemplate_en,63-66,octet,7,(see Notes 6 and 7),
1768,(see Code table 4.1),GRIB2_Template_4_76_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1769,(see Code table 4.2),GRIB2_Template_4_76_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1770,(see Code table 4.230),GRIB2_Template_4_76_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1771,(see Code table 4.238),GRIB2_Template_4_76_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1772,(see Code table 4.3),GRIB2_Template_4_76_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.3),
1773,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_76_ProductDefinitionTemplate_en,18-19,octet,no id,(see Note),
1774,(see Code table 4.4),GRIB2_Template_4_76_ProductDefinitionTemplate_en,21,octet,n/a,(see Code table 4.4),
1775,(see Code table 4.5),GRIB2_Template_4_76_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.5),
1776,(see Code table 4.5),GRIB2_Template_4_76_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.5),
1777,(see Code table 4.1),GRIB2_Template_4_77_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1778,(see Code table 4.2),GRIB2_Template_4_77_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1779,(see Code table 4.230),GRIB2_Template_4_77_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1780,(see Code table 4.238),GRIB2_Template_4_77_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1781,(see Code table 4.3),GRIB2_Template_4_77_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.3),
1782,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_77_ProductDefinitionTemplate_en,18-19,octet,no id,(see Note),
1783,(see Code table 4.4),GRIB2_Template_4_77_ProductDefinitionTemplate_en,21,octet,n/a,(see Code table 4.4),
1784,(see Code table 4.5),GRIB2_Template_4_77_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.5),
1785,(see Code table 4.5),GRIB2_Template_4_77_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.5),
1786,(see Code table 4.6),GRIB2_Template_4_77_ProductDefinitionTemplate_en,38,octet,n/a,(see Code table 4.6),
1787,(see Code table 4.1),GRIB2_Template_4_78_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1788,(see Code table 4.2),GRIB2_Template_4_78_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1789,(see Code table 4.230),GRIB2_Template_4_78_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1790,(see Code table 4.238),GRIB2_Template_4_78_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1791,(see Code table 4.3),GRIB2_Template_4_78_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.3),
1792,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_78_ProductDefinitionTemplate_en,18-19,octet,1,(see Note 1),
1793,(see Code table 4.4),GRIB2_Template_4_78_ProductDefinitionTemplate_en,21,octet,n/a,(see Code table 4.4),
1794,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_78_ProductDefinitionTemplate_en,22-25,octet,2,(see Note 2),
1795,(see Code table 4.5),GRIB2_Template_4_78_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.5),
1796,(see Code table 4.5),GRIB2_Template_4_78_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.5),
1797,(see Code table 4.10),GRIB2_Template_4_78_ProductDefinitionTemplate_en,50,octet,n/a,(see Code table 4.10),
1798,(see Code table 4.11),GRIB2_Template_4_78_ProductDefinitionTemplate_en,51,octet,n/a,(see Code table 4.11),
1799,(see Code table 4.4),GRIB2_Template_4_78_ProductDefinitionTemplate_en,52,octet,n/a,(see Code table 4.4),
1800,(see Code table 4.4),GRIB2_Template_4_78_ProductDefinitionTemplate_en,57,octet,n/a,(see Code table 4.4),
1801,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_78_ProductDefinitionTemplate_en,58-61,octet,3,(see Notes 3 and 4),
1802,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 51, 63, 75, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_78_ProductDefinitionTemplate_en,58-61,octet,4,(see Notes 3 and 4),
1803,(see Code table 4.1),GRIB2_Template_4_79_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1804,(see Code table 4.2),GRIB2_Template_4_79_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1805,(see Code table 4.230),GRIB2_Template_4_79_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1806,(see Code table 4.238),GRIB2_Template_4_79_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1807,(see Code table 4.3),GRIB2_Template_4_79_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.3),
1808,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_79_ProductDefinitionTemplate_en,18-19,octet,1,(see Note 1),
1809,(see Code table 4.4),GRIB2_Template_4_79_ProductDefinitionTemplate_en,21,octet,n/a,(see Code table 4.4),
1810,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_79_ProductDefinitionTemplate_en,22-25,octet,2,(see Note 2),
1811,(see Code table 4.5),GRIB2_Template_4_79_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.5),
1812,(see Code table 4.5),GRIB2_Template_4_79_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.5),
1813,(see Code table 4.6),GRIB2_Template_4_79_ProductDefinitionTemplate_en,38,octet,n/a,(see Code table 4.6),
1814,(see Code table 4.10),GRIB2_Template_4_79_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.10),
1815,(see Code table 4.11),GRIB2_Template_4_79_ProductDefinitionTemplate_en,54,octet,n/a,(see Code table 4.11),
1816,(see Code table 4.4),GRIB2_Template_4_79_ProductDefinitionTemplate_en,55,octet,n/a,(see Code table 4.4),
1817,(see Code table 4.4),GRIB2_Template_4_79_ProductDefinitionTemplate_en,60,octet,n/a,(see Code table 4.4),
1818,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_79_ProductDefinitionTemplate_en,61-64,octet,3,(see Notes 3 and 4),
1819,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 54, 66, 78, …). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_79_ProductDefinitionTemplate_en,61-64,octet,4,(see Notes 3 and 4),
1820,(see Code table 4.1),GRIB2_Template_4_80_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1821,(see Code table 4.2),GRIB2_Template_4_80_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1822,(see Common Code table C-14),GRIB2_Template_4_80_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Common Code table C-14),
1823,(see Code table 4.238),GRIB2_Template_4_80_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1824,(see Code table 4.91),GRIB2_Template_4_80_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.91),
1825,(see Code table 4.91),GRIB2_Template_4_80_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.91),
1826,(see Code table 4.3),GRIB2_Template_4_80_ProductDefinitionTemplate_en,37,octet,n/a,(see Code table 4.3),
1827,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_80_ProductDefinitionTemplate_en,40-41,octet,no id,(see Note),
